"","seqnames","start","end","width","strand","peakID"
"25744","chr10",5553177,5553446,270,"*","Peak_25744_DC2_only"
"25745","chr10",5574624,5574988,365,"*","Peak_25745_DC2_only"
"25746","chr10",5583698,5584386,689,"*","Peak_25746_DC2_only"
"25747","chr10",5590994,5591390,397,"*","Peak_25747_DC2_only"
"25748","chr10",5608435,5608707,273,"*","Peak_25748_DC2_only"
"25749","chr10",5623073,5623431,359,"*","Peak_25749_DC1_only"
"25750","chr10",5659489,5659845,357,"*","Peak_25750_DC2_only"
"25751","chr10",5665955,5666273,319,"*","Peak_25751_DC2_only"
"25752","chr10",5684126,5685114,989,"*","Peak_25752_Both_DC1_DC2"
"25753","chr10",5692442,5693126,685,"*","Peak_25753_Both_DC1_DC2"
"25754","chr10",5812965,5814191,1227,"*","Peak_25754_Both_DC1_DC2"
"25755","chr10",5840696,5841323,628,"*","Peak_25755_DC2_only"
"25756","chr10",5888266,5889289,1024,"*","Peak_25756_DC2_only"
"25757","chr10",5889590,5890173,584,"*","Peak_25757_Both_DC1_DC2"
"25758","chr10",5942244,5942596,353,"*","Peak_25758_DC2_only"
"25759","chr10",5947217,5947572,356,"*","Peak_25759_DC2_only"
"25760","chr10",5949122,5949684,563,"*","Peak_25760_DC2_only"
"25761","chr10",5965073,5965452,380,"*","Peak_25761_DC2_only"
"25762","chr10",5976633,5977433,801,"*","Peak_25762_Both_DC1_DC2"
"25763","chr10",5978435,5978821,387,"*","Peak_25763_DC2_only"
"25764","chr10",6050336,6050807,472,"*","Peak_25764_DC2_only"
"25765","chr10",6053910,6054320,411,"*","Peak_25765_DC2_only"
"25766","chr10",6085922,6086401,480,"*","Peak_25766_DC2_only"
"25767","chr10",6088701,6088975,275,"*","Peak_25767_DC1_only"
"25768","chr10",6089561,6089934,374,"*","Peak_25768_DC2_only"
"25769","chr10",6108694,6108967,274,"*","Peak_25769_DC2_only"
"25770","chr10",6140612,6140885,274,"*","Peak_25770_DC2_only"
"25771","chr10",6144735,6145499,765,"*","Peak_25771_DC2_only"
"25772","chr10",6145893,6146236,344,"*","Peak_25772_DC2_only"
"25773","chr10",6163172,6163536,365,"*","Peak_25773_DC2_only"
"25774","chr10",6163836,6164144,309,"*","Peak_25774_DC2_only"
"25775","chr10",6202608,6203224,617,"*","Peak_25775_Both_DC1_DC2"
"25776","chr10",6204059,6205156,1098,"*","Peak_25776_DC2_only"
"25777","chr10",6314926,6315244,319,"*","Peak_25777_DC2_only"
"25778","chr10",6348359,6348711,353,"*","Peak_25778_DC2_only"
"25779","chr10",6401771,6402041,271,"*","Peak_25779_DC1_only"
"25780","chr10",6580502,6580886,385,"*","Peak_25780_DC2_only"
"25781","chr10",6583441,6583764,324,"*","Peak_25781_DC2_only"
"25782","chr10",6624679,6625000,322,"*","Peak_25782_DC1_only"
"25783","chr10",6649023,6649478,456,"*","Peak_25783_DC1_only"
"25784","chr10",6802786,6803310,525,"*","Peak_25784_DC1_only"
"25785","chr10",6816806,6817113,308,"*","Peak_25785_DC2_only"
"25786","chr10",6853788,6854080,293,"*","Peak_25786_DC2_only"
"25787","chr10",7053391,7053750,360,"*","Peak_25787_DC2_only"
"25788","chr10",7408224,7408934,711,"*","Peak_25788_DC2_only"
"25789","chr10",7409281,7409753,473,"*","Peak_25789_DC2_only"
"25790","chr10",7412377,7413069,693,"*","Peak_25790_DC2_only"
"25791","chr10",7423676,7424015,340,"*","Peak_25791_DC2_only"
"25792","chr10",7475448,7475778,331,"*","Peak_25792_DC2_only"
"25793","chr10",7525270,7525984,715,"*","Peak_25793_DC2_only"
"25794","chr10",7541516,7541959,444,"*","Peak_25794_DC1_only"
"25795","chr10",7561353,7561683,331,"*","Peak_25795_DC2_only"
"25796","chr10",7623011,7623271,261,"*","Peak_25796_DC1_only"
"25797","chr10",7687361,7687909,549,"*","Peak_25797_DC1_only"
"25798","chr10",7787724,7788587,864,"*","Peak_25798_Both_DC1_DC2"
"25799","chr10",7818015,7819248,1234,"*","Peak_25799_Both_DC1_DC2"
"25800","chr10",8033716,8033991,276,"*","Peak_25800_DC2_only"
"25801","chr10",8035082,8035448,367,"*","Peak_25801_DC2_only"
"25802","chr10",8051867,8052189,323,"*","Peak_25802_DC2_only"
"25803","chr10",8055909,8056258,350,"*","Peak_25803_DC2_only"
"25804","chr10",8087485,8087935,451,"*","Peak_25804_DC2_only"
"25805","chr10",8296421,8296693,273,"*","Peak_25805_DC2_only"
"25806","chr10",8513915,8514405,491,"*","Peak_25806_DC2_only"
"25807","chr10",9911442,9911851,410,"*","Peak_25807_DC1_only"
"25808","chr10",9911943,9912237,295,"*","Peak_25808_DC2_only"
"25809","chr10",10651028,10651525,498,"*","Peak_25809_DC2_only"
"25810","chr10",10677423,10677761,339,"*","Peak_25810_DC1_only"
"25811","chr10",10696551,10696961,411,"*","Peak_25811_DC2_only"
"25812","chr10",10713149,10713480,332,"*","Peak_25812_DC2_only"
"25813","chr10",11036635,11036976,342,"*","Peak_25813_DC2_only"
"25814","chr10",11049703,11050146,444,"*","Peak_25814_DC2_only"
"25815","chr10",11165442,11166340,899,"*","Peak_25815_Both_DC1_DC2"
"25816","chr10",11270484,11270844,361,"*","Peak_25816_DC1_only"
"25817","chr10",11424186,11424464,279,"*","Peak_25817_DC2_only"
"25818","chr10",11437778,11438120,343,"*","Peak_25818_DC2_only"
"25819","chr10",11441802,11442134,333,"*","Peak_25819_DC2_only"
"25820","chr10",11463426,11463755,330,"*","Peak_25820_DC2_only"
"25821","chr10",11577718,11578065,348,"*","Peak_25821_DC2_only"
"25822","chr10",11611890,11612231,342,"*","Peak_25822_DC1_only"
"25823","chr10",11741740,11742175,436,"*","Peak_25823_DC2_only"
"25824","chr10",11757843,11758159,317,"*","Peak_25824_DC2_only"
"25825","chr10",11780321,11780797,477,"*","Peak_25825_DC2_only"
"25826","chr10",11797830,11798204,375,"*","Peak_25826_DC2_only"
"25827","chr10",11823439,11823702,264,"*","Peak_25827_DC1_only"
"25828","chr10",11828493,11828811,319,"*","Peak_25828_DC2_only"
"25829","chr10",11829091,11829421,331,"*","Peak_25829_DC2_only"
"25830","chr10",11830838,11831186,349,"*","Peak_25830_DC2_only"
"25831","chr10",11873195,11873633,439,"*","Peak_25831_DC2_only"
"25832","chr10",11874207,11875176,970,"*","Peak_25832_Both_DC1_DC2"
"25833","chr10",11880643,11880915,273,"*","Peak_25833_DC2_only"
"25834","chr10",12042453,12043219,767,"*","Peak_25834_Both_DC1_DC2"
"25835","chr10",12068137,12068455,319,"*","Peak_25835_DC2_only"
"25836","chr10",12128940,12130531,1592,"*","Peak_25836_Both_DC1_DC2"
"25837","chr10",12194946,12196676,1731,"*","Peak_25837_Both_DC1_DC2"
"25838","chr10",12252648,12253009,362,"*","Peak_25838_DC2_only"
"25839","chr10",12264137,12264835,699,"*","Peak_25839_Both_DC1_DC2"
"25840","chr10",12348466,12348816,351,"*","Peak_25840_DC2_only"
"25841","chr10",12350116,12350653,538,"*","Peak_25841_DC2_only"
"25842","chr10",12351185,12351456,272,"*","Peak_25842_DC2_only"
"25843","chr10",12481057,12481500,444,"*","Peak_25843_DC2_only"
"25844","chr10",12711154,12711456,303,"*","Peak_25844_DC2_only"
"25845","chr10",12768082,12768582,501,"*","Peak_25845_DC2_only"
"25846","chr10",13079503,13079788,286,"*","Peak_25846_DC1_only"
"25847","chr10",13161192,13161752,561,"*","Peak_25847_Both_DC1_DC2"
"25848","chr10",13271636,13272429,794,"*","Peak_25848_DC2_only"
"25849","chr10",13299302,13301153,1852,"*","Peak_25849_Both_DC1_DC2"
"25850","chr10",13302356,13302946,591,"*","Peak_25850_DC2_only"
"25851","chr10",13316125,13317168,1044,"*","Peak_25851_Both_DC1_DC2"
"25852","chr10",13348369,13348937,569,"*","Peak_25852_DC2_only"
"25853","chr10",13349546,13350362,817,"*","Peak_25853_Both_DC1_DC2"
"25854","chr10",13351502,13351872,371,"*","Peak_25854_DC2_only"
"25855","chr10",13371801,13372148,348,"*","Peak_25855_DC1_only"
"25856","chr10",13383162,13383575,414,"*","Peak_25856_DC2_only"
"25857","chr10",13404871,13405218,348,"*","Peak_25857_DC2_only"
"25858","chr10",13439779,13440629,851,"*","Peak_25858_DC2_only"
"25859","chr10",13444569,13444912,344,"*","Peak_25859_DC1_only"
"25860","chr10",13586745,13587381,637,"*","Peak_25860_Both_DC1_DC2"
"25861","chr10",13660197,13660507,311,"*","Peak_25861_DC2_only"
"25862","chr10",13707493,13707987,495,"*","Peak_25862_Both_DC1_DC2"
"25863","chr10",13709239,13709591,353,"*","Peak_25863_DC2_only"
"25864","chr10",13718578,13718891,314,"*","Peak_25864_DC2_only"
"25865","chr10",13777952,13778336,385,"*","Peak_25865_DC2_only"
"25866","chr10",13787898,13788667,770,"*","Peak_25866_Both_DC1_DC2"
"25867","chr10",13809790,13810089,300,"*","Peak_25867_DC2_only"
"25868","chr10",13820778,13821086,309,"*","Peak_25868_DC2_only"
"25869","chr10",13822569,13822881,313,"*","Peak_25869_DC2_only"
"25870","chr10",13822945,13823281,337,"*","Peak_25870_DC1_only"
"25871","chr10",13872323,13872619,297,"*","Peak_25871_DC2_only"
"25872","chr10",13890572,13890970,399,"*","Peak_25872_DC1_only"
"25873","chr10",13901023,13901400,378,"*","Peak_25873_DC2_only"
"25874","chr10",14032377,14033041,665,"*","Peak_25874_DC2_only"
"25875","chr10",14173921,14174206,286,"*","Peak_25875_DC2_only"
"25876","chr10",14185290,14186039,750,"*","Peak_25876_Both_DC1_DC2"
"25877","chr10",14478582,14479111,530,"*","Peak_25877_DC2_only"
"25878","chr10",14536351,14536836,486,"*","Peak_25878_DC2_only"
"25879","chr10",14555745,14556535,791,"*","Peak_25879_DC2_only"
"25880","chr10",14585525,14586124,600,"*","Peak_25880_DC2_only"
"25881","chr10",14697228,14697795,568,"*","Peak_25881_DC2_only"
"25882","chr10",14837715,14838748,1034,"*","Peak_25882_Both_DC1_DC2"
"25883","chr10",14875810,14876096,287,"*","Peak_25883_DC2_only"
"25884","chr10",14877926,14879148,1223,"*","Peak_25884_Both_DC1_DC2"
"25885","chr10",14952940,14953733,794,"*","Peak_25885_DC2_only"
"25886","chr10",14953810,14954412,603,"*","Peak_25886_DC1_only"
"25887","chr10",14959387,14960231,845,"*","Peak_25887_Both_DC1_DC2"
"25888","chr10",14991580,14991902,323,"*","Peak_25888_DC2_only"
"25889","chr10",15088365,15088702,338,"*","Peak_25889_DC2_only"
"25890","chr10",15097072,15097998,927,"*","Peak_25890_Both_DC1_DC2"
"25891","chr10",15169188,15169565,378,"*","Peak_25891_DC2_only"
"25892","chr10",15209887,15210748,862,"*","Peak_25892_DC2_only"
"25893","chr10",15253935,15254302,368,"*","Peak_25893_DC2_only"
"25894","chr10",15254816,15255263,448,"*","Peak_25894_DC2_only"
"25895","chr10",15304108,15304386,279,"*","Peak_25895_DC2_only"
"25896","chr10",15369659,15370115,457,"*","Peak_25896_DC2_only"
"25897","chr10",15440366,15440701,336,"*","Peak_25897_DC2_only"
"25898","chr10",15441793,15442064,272,"*","Peak_25898_DC2_only"
"25899","chr10",15470080,15470390,311,"*","Peak_25899_DC2_only"
"25900","chr10",15472845,15473677,833,"*","Peak_25900_Both_DC1_DC2"
"25901","chr10",15719012,15719445,434,"*","Peak_25901_DC2_only"
"25902","chr10",15859839,15860702,864,"*","Peak_25902_Both_DC1_DC2"
"25903","chr10",15878157,15878433,277,"*","Peak_25903_DC2_only"
"25904","chr10",15990697,15990966,270,"*","Peak_25904_DC1_only"
"25905","chr10",16242766,16243496,731,"*","Peak_25905_Both_DC1_DC2"
"25906","chr10",16629119,16629416,298,"*","Peak_25906_DC2_only"
"25907","chr10",16817674,16817954,281,"*","Peak_25907_DC1_only"
"25908","chr10",16891401,16892290,890,"*","Peak_25908_Both_DC1_DC2"
"25909","chr10",16989839,16990140,302,"*","Peak_25909_DC2_only"
"25910","chr10",17201182,17201965,784,"*","Peak_25910_Both_DC1_DC2"
"25911","chr10",17214920,17215450,531,"*","Peak_25911_DC1_only"
"25912","chr10",17229817,17230876,1060,"*","Peak_25912_Both_DC1_DC2"
"25913","chr10",17453345,17453944,600,"*","Peak_25913_Both_DC1_DC2"
"25914","chr10",17616731,17617832,1102,"*","Peak_25914_Both_DC1_DC2"
"25915","chr10",17643615,17644560,946,"*","Peak_25915_Both_DC1_DC2"
"25916","chr10",17673604,17674012,409,"*","Peak_25916_DC1_only"
"25917","chr10",18140861,18141662,802,"*","Peak_25917_DC2_only"
"25918","chr10",18233620,18234180,561,"*","Peak_25918_DC2_only"
"25919","chr10",18400816,18401113,298,"*","Peak_25919_DC1_only"
"25920","chr10",18627444,18628131,688,"*","Peak_25920_Both_DC1_DC2"
"25921","chr10",18651355,18651976,622,"*","Peak_25921_Both_DC1_DC2"
"25922","chr10",18659016,18659921,906,"*","Peak_25922_Both_DC1_DC2"
"25923","chr10",19488945,19489371,427,"*","Peak_25923_DC1_only"
"25924","chr10",19510235,19510626,392,"*","Peak_25924_DC1_only"
"25925","chr10",19634823,19635128,306,"*","Peak_25925_DC2_only"
"25926","chr10",19713944,19714336,393,"*","Peak_25926_DC2_only"
"25927","chr10",19815458,19818103,2646,"*","Peak_25927_Both_DC1_DC2"
"25928","chr10",19983477,19983791,315,"*","Peak_25928_DC1_only"
"25929","chr10",19985848,19986115,268,"*","Peak_25929_DC2_only"
"25930","chr10",20040077,20040482,406,"*","Peak_25930_DC2_only"
"25931","chr10",20209042,20209383,342,"*","Peak_25931_DC1_only"
"25932","chr10",20215786,20216083,298,"*","Peak_25932_DC1_only"
"25933","chr10",20369760,20371485,1726,"*","Peak_25933_Both_DC1_DC2"
"25934","chr10",20614970,20615567,598,"*","Peak_25934_Both_DC1_DC2"
"25935","chr10",20954473,20954994,522,"*","Peak_25935_DC1_only"
"25936","chr10",20967680,20968025,346,"*","Peak_25936_DC2_only"
"25937","chr10",21036825,21037133,309,"*","Peak_25937_DC1_only"
"25938","chr10",21078784,21079171,388,"*","Peak_25938_DC1_only"
"25939","chr10",21161663,21161990,328,"*","Peak_25939_DC1_only"
"25940","chr10",21170893,21171160,268,"*","Peak_25940_DC2_only"
"25941","chr10",21174283,21174822,540,"*","Peak_25941_DC2_only"
"25942","chr10",21281821,21283011,1191,"*","Peak_25942_Both_DC1_DC2"
"25943","chr10",21286380,21286718,339,"*","Peak_25943_DC2_only"
"25944","chr10",21296986,21297366,381,"*","Peak_25944_DC2_only"
"25945","chr10",21315065,21315799,735,"*","Peak_25945_DC2_only"
"25946","chr10",21364520,21365290,771,"*","Peak_25946_DC2_only"
"25947","chr10",21399740,21400176,437,"*","Peak_25947_DC2_only"
"25948","chr10",21473249,21473663,415,"*","Peak_25948_DC1_only"
"25949","chr10",21494009,21496600,2592,"*","Peak_25949_Both_DC1_DC2"
"25950","chr10",21499562,21500898,1337,"*","Peak_25950_DC2_only"
"25951","chr10",21506887,21507285,399,"*","Peak_25951_DC2_only"
"25952","chr10",21508049,21508537,489,"*","Peak_25952_DC2_only"
"25953","chr10",21509086,21510603,1518,"*","Peak_25953_DC2_only"
"25954","chr10",21516053,21516705,653,"*","Peak_25954_DC2_only"
"25955","chr10",21517433,21518377,945,"*","Peak_25955_DC2_only"
"25956","chr10",21525000,21526578,1579,"*","Peak_25956_DC2_only"
"25957","chr10",21533349,21533889,541,"*","Peak_25957_Both_DC1_DC2"
"25958","chr10",21535316,21536241,926,"*","Peak_25958_DC2_only"
"25959","chr10",21711216,21711501,286,"*","Peak_25959_DC2_only"
"25960","chr10",21751325,21751595,271,"*","Peak_25960_DC2_only"
"25961","chr10",21752274,21752619,346,"*","Peak_25961_DC2_only"
"25962","chr10",21758494,21758777,284,"*","Peak_25962_DC2_only"
"25963","chr10",21807239,21807630,392,"*","Peak_25963_Both_DC1_DC2"
"25964","chr10",21976747,21977107,361,"*","Peak_25964_DC1_only"
"25965","chr10",22003190,22004106,917,"*","Peak_25965_Both_DC1_DC2"
"25966","chr10",22129142,22129860,719,"*","Peak_25966_DC2_only"
"25967","chr10",22130855,22131186,332,"*","Peak_25967_DC2_only"
"25968","chr10",22133475,22133965,491,"*","Peak_25968_DC2_only"
"25969","chr10",22229122,22229759,638,"*","Peak_25969_Both_DC1_DC2"
"25970","chr10",22280042,22280401,360,"*","Peak_25970_DC1_only"
"25971","chr10",22316507,22316849,343,"*","Peak_25971_DC1_only"
"25972","chr10",22325784,22326091,308,"*","Peak_25972_DC2_only"
"25973","chr10",22334062,22335439,1378,"*","Peak_25973_DC2_only"
"25974","chr10",22436296,22437254,959,"*","Peak_25974_Both_DC1_DC2"
"25975","chr10",22476278,22476973,696,"*","Peak_25975_DC2_only"
"25976","chr10",22513689,22514136,448,"*","Peak_25976_DC2_only"
"25977","chr10",22690691,22691235,545,"*","Peak_25977_Both_DC1_DC2"
"25978","chr10",22692075,22692355,281,"*","Peak_25978_DC2_only"
"25979","chr10",22810801,22811279,479,"*","Peak_25979_DC1_only"
"25980","chr10",22927634,22928266,633,"*","Peak_25980_DC2_only"
"25981","chr10",23002036,23002543,508,"*","Peak_25981_DC1_only"
"25982","chr10",23067891,23068430,540,"*","Peak_25982_DC2_only"
"25983","chr10",23157618,23158105,488,"*","Peak_25983_DC2_only"
"25984","chr10",23173326,23173677,352,"*","Peak_25984_DC2_only"
"25985","chr10",23198879,23199241,363,"*","Peak_25985_DC2_only"
"25986","chr10",23203884,23204200,317,"*","Peak_25986_DC2_only"
"25987","chr10",23343429,23343962,534,"*","Peak_25987_DC2_only"
"25988","chr10",23671660,23672426,767,"*","Peak_25988_DC2_only"
"25989","chr10",23693397,23694698,1302,"*","Peak_25989_Both_DC1_DC2"
"25990","chr10",23702910,23703292,383,"*","Peak_25990_DC1_only"
"25991","chr10",24094496,24094784,289,"*","Peak_25991_DC2_only"
"25992","chr10",24117309,24117612,304,"*","Peak_25992_DC2_only"
"25993","chr10",24196480,24196882,403,"*","Peak_25993_DC2_only"
"25994","chr10",24201855,24202374,520,"*","Peak_25994_DC2_only"
"25995","chr10",24206811,24207083,273,"*","Peak_25995_DC2_only"
"25996","chr10",24222843,24223244,402,"*","Peak_25996_DC2_only"
"25997","chr10",24254994,24255640,647,"*","Peak_25997_DC2_only"
"25998","chr10",24259285,24259589,305,"*","Peak_25998_DC2_only"
"25999","chr10",24369701,24370003,303,"*","Peak_25999_DC2_only"
"26000","chr10",24383407,24383896,490,"*","Peak_26000_Both_DC1_DC2"
"26001","chr10",24384501,24384968,468,"*","Peak_26001_DC2_only"
"26002","chr10",24723975,24724559,585,"*","Peak_26002_DC2_only"
"26003","chr10",24724881,24725190,310,"*","Peak_26003_DC2_only"
"26004","chr10",24879711,24879982,272,"*","Peak_26004_DC2_only"
"26005","chr10",24944424,24944866,443,"*","Peak_26005_DC2_only"
"26006","chr10",24951790,24952458,669,"*","Peak_26006_DC2_only"
"26007","chr10",25015967,25016287,321,"*","Peak_26007_DC2_only"
"26008","chr10",25016574,25017375,802,"*","Peak_26008_Both_DC1_DC2"
"26009","chr10",25113163,25113613,451,"*","Peak_26009_DC1_only"
"26010","chr10",25174404,25175666,1263,"*","Peak_26010_Both_DC1_DC2"
"26011","chr10",25176573,25176865,293,"*","Peak_26011_DC2_only"
"26012","chr10",25252539,25253283,745,"*","Peak_26012_DC2_only"
"26013","chr10",25520513,25521232,720,"*","Peak_26013_DC2_only"
"26014","chr10",25766579,25767152,574,"*","Peak_26014_Both_DC1_DC2"
"26015","chr10",25933856,25934524,669,"*","Peak_26015_Both_DC1_DC2"
"26016","chr10",26182953,26183330,378,"*","Peak_26016_DC2_only"
"26017","chr10",26214054,26214597,544,"*","Peak_26017_DC2_only"
"26018","chr10",26215249,26216217,969,"*","Peak_26018_DC2_only"
"26019","chr10",26217927,26218487,561,"*","Peak_26019_DC2_only"
"26020","chr10",26221619,26221989,371,"*","Peak_26020_DC2_only"
"26021","chr10",26335180,26335541,362,"*","Peak_26021_DC1_only"
"26022","chr10",26391632,26392085,454,"*","Peak_26022_DC2_only"
"26023","chr10",26550881,26551261,381,"*","Peak_26023_DC1_only"
"26024","chr10",26622048,26622812,765,"*","Peak_26024_Both_DC1_DC2"
"26025","chr10",26696988,26697642,655,"*","Peak_26025_Both_DC1_DC2"
"26026","chr10",26860352,26861216,865,"*","Peak_26026_Both_DC1_DC2"
"26027","chr10",26890598,26890987,390,"*","Peak_26027_DC2_only"
"26028","chr10",26939341,26939760,420,"*","Peak_26028_DC1_only"
"26029","chr10",27100033,27100890,858,"*","Peak_26029_Both_DC1_DC2"
"26030","chr10",27153947,27155796,1850,"*","Peak_26030_Both_DC1_DC2"
"26031","chr10",27240322,27240728,407,"*","Peak_26031_DC2_only"
"26032","chr10",27241190,27242335,1146,"*","Peak_26032_Both_DC1_DC2"
"26033","chr10",27243073,27243345,273,"*","Peak_26033_DC2_only"
"26034","chr10",27252562,27252906,345,"*","Peak_26034_DC1_only"
"26035","chr10",27258800,27259581,782,"*","Peak_26035_Both_DC1_DC2"
"26036","chr10",27319727,27320226,500,"*","Peak_26036_DC2_only"
"26037","chr10",27504025,27505117,1093,"*","Peak_26037_Both_DC1_DC2"
"26038","chr10",27558575,27558877,303,"*","Peak_26038_DC1_only"
"26039","chr10",27600789,27601098,310,"*","Peak_26039_DC2_only"
"26040","chr10",27624684,27625104,421,"*","Peak_26040_DC2_only"
"26041","chr10",27741240,27742136,897,"*","Peak_26041_DC2_only"
"26042","chr10",27742569,27744091,1523,"*","Peak_26042_DC2_only"
"26043","chr10",27745749,27746314,566,"*","Peak_26043_DC2_only"
"26044","chr10",27746642,27746912,271,"*","Peak_26044_DC2_only"
"26045","chr10",27911620,27911890,271,"*","Peak_26045_DC1_only"
"26046","chr10",27998207,27999358,1152,"*","Peak_26046_Both_DC1_DC2"
"26047","chr10",28302792,28303558,767,"*","Peak_26047_DC2_only"
"26048","chr10",28518986,28519262,277,"*","Peak_26048_DC2_only"
"26049","chr10",28531948,28533181,1234,"*","Peak_26049_Both_DC1_DC2"
"26050","chr10",28664538,28664849,312,"*","Peak_26050_DC2_only"
"26051","chr10",28668127,28669301,1175,"*","Peak_26051_Both_DC1_DC2"
"26052","chr10",28676293,28678330,2038,"*","Peak_26052_DC2_only"
"26053","chr10",28681119,28681660,542,"*","Peak_26053_DC2_only"
"26054","chr10",28703654,28703938,285,"*","Peak_26054_DC2_only"
"26055","chr10",28722297,28723211,915,"*","Peak_26055_Both_DC1_DC2"
"26056","chr10",28924604,28924927,324,"*","Peak_26056_DC2_only"
"26057","chr10",28939311,28939970,660,"*","Peak_26057_Both_DC1_DC2"
"26058","chr10",28991673,28992073,401,"*","Peak_26058_DC1_only"
"26059","chr10",29002087,29002488,402,"*","Peak_26059_DC2_only"
"26060","chr10",29025915,29026442,528,"*","Peak_26060_DC1_only"
"26061","chr10",29119287,29119905,619,"*","Peak_26061_DC2_only"
"26062","chr10",29142709,29143332,624,"*","Peak_26062_DC2_only"
"26063","chr10",29157267,29157606,340,"*","Peak_26063_DC2_only"
"26064","chr10",29159388,29160326,939,"*","Peak_26064_Both_DC1_DC2"
"26065","chr10",29241185,29241524,340,"*","Peak_26065_DC2_only"
"26066","chr10",29266598,29266943,346,"*","Peak_26066_DC2_only"
"26067","chr10",29470432,29470782,351,"*","Peak_26067_DC2_only"
"26068","chr10",29482261,29483029,769,"*","Peak_26068_DC2_only"
"26069","chr10",29512866,29513211,346,"*","Peak_26069_DC2_only"
"26070","chr10",29589271,29589829,559,"*","Peak_26070_DC2_only"
"26071","chr10",29633278,29633680,403,"*","Peak_26071_Both_DC1_DC2"
"26072","chr10",29688169,29688515,347,"*","Peak_26072_DC2_only"
"26073","chr10",29735095,29735435,341,"*","Peak_26073_DC2_only"
"26074","chr10",29735715,29736824,1110,"*","Peak_26074_Both_DC1_DC2"
"26075","chr10",29913553,29913824,272,"*","Peak_26075_DC2_only"
"26076","chr10",29947141,29947641,501,"*","Peak_26076_DC2_only"
"26077","chr10",29998176,29998996,821,"*","Peak_26077_DC2_only"
"26078","chr10",30002280,30002644,365,"*","Peak_26078_DC2_only"
"26079","chr10",30026605,30027073,469,"*","Peak_26079_DC2_only"
"26080","chr10",30034708,30035009,302,"*","Peak_26080_DC1_only"
"26081","chr10",30088080,30088499,420,"*","Peak_26081_DC1_only"
"26082","chr10",30348985,30349691,707,"*","Peak_26082_DC1_only"
"26083","chr10",30359664,30360143,480,"*","Peak_26083_Both_DC1_DC2"
"26084","chr10",30373992,30374318,327,"*","Peak_26084_DC2_only"
"26085","chr10",30392462,30392851,390,"*","Peak_26085_DC1_only"
"26086","chr10",30398913,30399236,324,"*","Peak_26086_DC2_only"
"26087","chr10",30433468,30434598,1131,"*","Peak_26087_Both_DC1_DC2"
"26088","chr10",30522561,30522975,415,"*","Peak_26088_DC1_only"
"26089","chr10",30550685,30551290,606,"*","Peak_26089_DC2_only"
"26090","chr10",30553781,30554432,652,"*","Peak_26090_DC2_only"
"26091","chr10",30597000,30598030,1031,"*","Peak_26091_DC2_only"
"26092","chr10",30642298,30642636,339,"*","Peak_26092_DC2_only"
"26093","chr10",30687376,30687992,617,"*","Peak_26093_DC2_only"
"26094","chr10",30783254,30783585,332,"*","Peak_26094_DC2_only"
"26095","chr10",30783871,30784279,409,"*","Peak_26095_Both_DC1_DC2"
"26096","chr10",30784928,30785712,785,"*","Peak_26096_Both_DC1_DC2"
"26097","chr10",31031140,31031925,786,"*","Peak_26097_DC2_only"
"26098","chr10",31036125,31036420,296,"*","Peak_26098_DC2_only"
"26099","chr10",31318394,31318887,494,"*","Peak_26099_DC2_only"
"26100","chr10",31448669,31449280,612,"*","Peak_26100_DC2_only"
"26101","chr10",31468145,31468550,406,"*","Peak_26101_Both_DC1_DC2"
"26102","chr10",31583612,31584074,463,"*","Peak_26102_DC2_only"
"26103","chr10",31602599,31603768,1170,"*","Peak_26103_Both_DC1_DC2"
"26104","chr10",31620376,31620684,309,"*","Peak_26104_DC1_only"
"26105","chr10",31665668,31666171,504,"*","Peak_26105_DC2_only"
"26106","chr10",31677327,31678005,679,"*","Peak_26106_Both_DC1_DC2"
"26107","chr10",31697391,31697714,324,"*","Peak_26107_DC2_only"
"26108","chr10",31703060,31703442,383,"*","Peak_26108_DC2_only"
"26109","chr10",31864873,31865293,421,"*","Peak_26109_DC1_only"
"26110","chr10",31927824,31928366,543,"*","Peak_26110_DC2_only"
"26111","chr10",31928659,31929373,715,"*","Peak_26111_Both_DC1_DC2"
"26112","chr10",31974598,31975225,628,"*","Peak_26112_DC2_only"
"26113","chr10",31976608,31976880,273,"*","Peak_26113_DC2_only"
"26114","chr10",32002824,32003153,330,"*","Peak_26114_DC2_only"
"26115","chr10",32055210,32056593,1384,"*","Peak_26115_Both_DC1_DC2"
"26116","chr10",32066856,32067170,315,"*","Peak_26116_DC2_only"
"26117","chr10",32139446,32139804,359,"*","Peak_26117_DC2_only"
"26118","chr10",32210410,32210704,295,"*","Peak_26118_DC2_only"
"26119","chr10",32211832,32212168,337,"*","Peak_26119_DC2_only"
"26120","chr10",32256558,32257140,583,"*","Peak_26120_DC2_only"
"26121","chr10",32346104,32347742,1639,"*","Peak_26121_Both_DC1_DC2"
"26122","chr10",32378692,32378992,301,"*","Peak_26122_DC2_only"
"26123","chr10",32445912,32446253,342,"*","Peak_26123_DC1_only"
"26124","chr10",32558883,32559295,413,"*","Peak_26124_DC2_only"
"26125","chr10",32958354,32958849,496,"*","Peak_26125_Both_DC1_DC2"
"26126","chr10",32973701,32974018,318,"*","Peak_26126_DC2_only"
"26127","chr10",32980610,32981127,518,"*","Peak_26127_DC2_only"
"26128","chr10",33005764,33006053,290,"*","Peak_26128_DC2_only"
"26129","chr10",33049142,33049660,519,"*","Peak_26129_DC2_only"
