File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF354NVQ	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000ASY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EZH2-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 2	1_1, 2_1, 2_2							/files/ENCFF623AJW/, /files/ENCFF853FRF/, /files/ENCFF381IYY/, /files/ENCFF451YMU/, /files/ENCFF043DKQ/, /files/ENCFF395YAW/	5505973	ENCODE Processing Pipeline	20ceb053f7e0ed8bdceeebbe9de32c3d		https://www.encodeproject.org/files/ENCFF354NVQ/@@download/ENCFF354NVQ.bed.gz				released	s3://encode-public/2021/03/20/8cb0e4b0-fc4b-4430-9bb5-cf0f13257945/ENCFF354NVQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/20/8cb0e4b0-fc4b-4430-9bb5-cf0f13257945/ENCFF354NVQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.1 GRCh38	released	low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length	severe bottlenecking	
ENCFF523GUQ	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000ASY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EZH2-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1	1_1							/files/ENCFF623AJW/, /files/ENCFF853FRF/, /files/ENCFF451YMU/, /files/ENCFF043DKQ/, /files/ENCFF381IYY/	5537210	ENCODE Processing Pipeline	0f53f14cb389cff9d23856620c0a5f2c		https://www.encodeproject.org/files/ENCFF523GUQ/@@download/ENCFF523GUQ.bed.gz				released	s3://encode-public/2021/03/20/f45f514e-4083-4fd9-a332-a8add018bc5e/ENCFF523GUQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/20/f45f514e-4083-4fd9-a332-a8add018bc5e/ENCFF523GUQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.1 GRCh38	released	low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length	severe bottlenecking	
ENCFF977XTR	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000ASY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EZH2-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	2	2_1, 2_2							/files/ENCFF623AJW/, /files/ENCFF395YAW/, /files/ENCFF853FRF/, /files/ENCFF451YMU/, /files/ENCFF381IYY/	4733462	ENCODE Processing Pipeline	25622229eb8fe645aa607b91a269b59e		https://www.encodeproject.org/files/ENCFF977XTR/@@download/ENCFF977XTR.bed.gz				released	s3://encode-public/2021/03/20/3a054fd7-4bdd-484d-9904-4f06ea00e32c/ENCFF977XTR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/20/3a054fd7-4bdd-484d-9904-4f06ea00e32c/ENCFF977XTR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.1 GRCh38	released	low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length	severe bottlenecking	
ENCFF212UBH	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000ASY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EZH2-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 2	1_1, 2_1, 2_2							/files/ENCFF623AJW/, /files/ENCFF853FRF/, /files/ENCFF381IYY/, /files/ENCFF451YMU/, /files/ENCFF043DKQ/, /files/ENCFF395YAW/	5834248	ENCODE Processing Pipeline	cfc5f53d9eea3073fe51d961bba0b627		https://www.encodeproject.org/files/ENCFF212UBH/@@download/ENCFF212UBH.bed.gz				released	s3://encode-public/2021/03/20/47f9e42e-0107-4f6c-944b-59f06696302e/ENCFF212UBH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/20/47f9e42e-0107-4f6c-944b-59f06696302e/ENCFF212UBH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.1 GRCh38	released	low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length	severe bottlenecking	
ENCFF173PEI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF948LKH/, /files/ENCFF641XBG/	3720308	ENCODE Processing Pipeline	b4071f8709b73fcf68d85ecf086999e1		https://www.encodeproject.org/files/ENCFF173PEI/@@download/ENCFF173PEI.bed.gz				released	s3://encode-public/2016/12/14/f725e9b4-f3d3-4a39-bad8-d1a687eb0935/ENCFF173PEI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/14/f725e9b4-f3d3-4a39-bad8-d1a687eb0935/ENCFF173PEI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF078BQQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF948LKH/, /files/ENCFF712JVJ/	4040577	ENCODE Processing Pipeline	08e2b1edd433e4178ef354cbb8c1f8b6		https://www.encodeproject.org/files/ENCFF078BQQ/@@download/ENCFF078BQQ.bed.gz				released	s3://encode-public/2016/12/14/4a585cde-3631-40af-bd61-f5d4d472809b/ENCFF078BQQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/14/4a585cde-3631-40af-bd61-f5d4d472809b/ENCFF078BQQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF791JSM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF948LKH/, /files/ENCFF641XBG/, /files/ENCFF712JVJ/	4456184	ENCODE Processing Pipeline	47c42822d5658b7a5dfe11fa9893fa02		https://www.encodeproject.org/files/ENCFF791JSM/@@download/ENCFF791JSM.bed.gz				released	s3://encode-public/2016/12/14/d795deaf-86f9-42d8-9818-cbf3eae4c4cb/ENCFF791JSM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/14/d795deaf-86f9-42d8-9818-cbf3eae4c4cb/ENCFF791JSM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF613DVF	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF173PEI/, /files/ENCFF419RSJ/, /files/ENCFF078BQQ/, /files/ENCFF791JSM/	85522	ENCODE Processing Pipeline	48c5dd1e43b41ce036e9edcab41650c5		https://www.encodeproject.org/files/ENCFF613DVF/@@download/ENCFF613DVF.bed.gz				released	s3://encode-public/2016/12/14/a59e78d5-bac3-4ac5-8607-68ec748e8c31/ENCFF613DVF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/14/a59e78d5-bac3-4ac5-8607-68ec748e8c31/ENCFF613DVF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF487GLV	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF173PEI/, /files/ENCFF419RSJ/, /files/ENCFF078BQQ/, /files/ENCFF791JSM/	95778	ENCODE Processing Pipeline	12425177b305e4d7671fca9031627a72		https://www.encodeproject.org/files/ENCFF487GLV/@@download/ENCFF487GLV.bed.gz				released	s3://encode-public/2016/12/14/7f8b304c-1812-448a-a2ab-08cac89489c3/ENCFF487GLV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/14/7f8b304c-1812-448a-a2ab-08cac89489c3/ENCFF487GLV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF477CSR	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF595PNZ/, /files/ENCFF061OVT/	409446	ENCODE Processing Pipeline	33a06b28adfdb84466a63cd3b7827161		https://www.encodeproject.org/files/ENCFF477CSR/@@download/ENCFF477CSR.bed.gz				released	s3://encode-public/2020/12/12/ea619ec2-f49d-42a4-9914-44cb594257f3/ENCFF477CSR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/ea619ec2-f49d-42a4-9914-44cb594257f3/ENCFF477CSR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF040VAM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF356LFX/, /files/ENCFF595PNZ/, /files/ENCFF061OVT/	48640	ENCODE Processing Pipeline	bd11ecbd5f3b75860daa6e732b57a24f		https://www.encodeproject.org/files/ENCFF040VAM/@@download/ENCFF040VAM.bed.gz				released	s3://encode-public/2020/12/12/94e3a75a-f511-4bef-9a12-f65b286a2d38/ENCFF040VAM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/94e3a75a-f511-4bef-9a12-f65b286a2d38/ENCFF040VAM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF347KXK	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF595PNZ/, /files/ENCFF149WSI/	654985	ENCODE Processing Pipeline	a4ac61e54071f01500fb9c81f3cf468c		https://www.encodeproject.org/files/ENCFF347KXK/@@download/ENCFF347KXK.bed.gz				released	s3://encode-public/2020/12/12/bf4ad4a0-c7ab-49d2-b23c-b16fbdc702ec/ENCFF347KXK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/bf4ad4a0-c7ab-49d2-b23c-b16fbdc702ec/ENCFF347KXK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF677RET	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF595PNZ/, /files/ENCFF356LFX/, /files/ENCFF149WSI/	44626	ENCODE Processing Pipeline	14768c97e334c56f7393a87b9b550cc2		https://www.encodeproject.org/files/ENCFF677RET/@@download/ENCFF677RET.bed.gz				released	s3://encode-public/2020/12/12/39ea2880-6f0c-4593-b793-dd8b21b0bae8/ENCFF677RET.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/39ea2880-6f0c-4593-b793-dd8b21b0bae8/ENCFF677RET.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF440FTA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF595PNZ/, /files/ENCFF061OVT/, /files/ENCFF149WSI/	91921	ENCODE Processing Pipeline	fe0c85937f9235e167d4fc3b2f6650ab		https://www.encodeproject.org/files/ENCFF440FTA/@@download/ENCFF440FTA.bed.gz				released	s3://encode-public/2020/12/12/49b6972b-cb00-4173-b843-67359d8e1a1e/ENCFF440FTA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/49b6972b-cb00-4173-b843-67359d8e1a1e/ENCFF440FTA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF761OKI	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF595PNZ/, /files/ENCFF061OVT/, /files/ENCFF149WSI/	1861772	ENCODE Processing Pipeline	0ba77fd74732d66f43dad5bd7356fc9f		https://www.encodeproject.org/files/ENCFF761OKI/@@download/ENCFF761OKI.bed.gz				released	s3://encode-public/2020/12/12/faeab935-ccb4-4ec7-9712-ca845b8fdcce/ENCFF761OKI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/faeab935-ccb4-4ec7-9712-ca845b8fdcce/ENCFF761OKI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF115XKT	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF595PNZ/, /files/ENCFF061OVT/, /files/ENCFF149WSI/	1441528	ENCODE Processing Pipeline	80f2ec1447d992a887f691b295127783		https://www.encodeproject.org/files/ENCFF115XKT/@@download/ENCFF115XKT.bed.gz				released	s3://encode-public/2020/12/12/e4a19fae-e63f-400a-be31-7545f6bd343c/ENCFF115XKT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/e4a19fae-e63f-400a-be31-7545f6bd343c/ENCFF115XKT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF246DXA	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF595PNZ/, /files/ENCFF061OVT/, /files/ENCFF149WSI/	85663	ENCODE Processing Pipeline	f9f3f21488d6bb9200e570172f2f9d30		https://www.encodeproject.org/files/ENCFF246DXA/@@download/ENCFF246DXA.bed.gz				released	s3://encode-public/2020/12/12/7260c6fc-ab23-409f-9bbb-3ad069cc8c75/ENCFF246DXA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/7260c6fc-ab23-409f-9bbb-3ad069cc8c75/ENCFF246DXA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF069HRR	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000EBV	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CEBPB-human	DNA						2012-05-14	ENCODE		see document		1	1_1							/files/ENCFF972YCC/, /files/ENCFF995XEA/	2959904	ENCODE Processing Pipeline	5dcf14114230493a843c0b29b19cc9db		https://www.encodeproject.org/files/ENCFF069HRR/@@download/ENCFF069HRR.bed.gz				released	s3://encode-public/2020/12/10/6e789ccb-35b7-4f51-8a41-43e28b1e3161/ENCFF069HRR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/6e789ccb-35b7-4f51-8a41-43e28b1e3161/ENCFF069HRR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF848GIM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBV	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CEBPB-human	DNA						2012-05-14	ENCODE		see document		1	1_1							/files/ENCFF972YCC/, /files/ENCFF356LFX/, /files/ENCFF995XEA/	276727	ENCODE Processing Pipeline	e17d35b3a3d7c93ec1efd30b0b6e9b97		https://www.encodeproject.org/files/ENCFF848GIM/@@download/ENCFF848GIM.bed.gz				released	s3://encode-public/2020/12/10/597327aa-5be5-4f8f-adc8-8d1e7ae9d22d/ENCFF848GIM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/597327aa-5be5-4f8f-adc8-8d1e7ae9d22d/ENCFF848GIM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF823KCM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBV	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CEBPB-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF972YCC/, /files/ENCFF356LFX/, /files/ENCFF995XEA/, /files/ENCFF869URY/	357918	ENCODE Processing Pipeline	248d11012573504d157aff69275a7ba8		https://www.encodeproject.org/files/ENCFF823KCM/@@download/ENCFF823KCM.bed.gz				released	s3://encode-public/2020/12/10/68fecfeb-44ca-4d15-b488-1f84982638a7/ENCFF823KCM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/68fecfeb-44ca-4d15-b488-1f84982638a7/ENCFF823KCM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF616LIH	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000EBV	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CEBPB-human	DNA						2012-05-14	ENCODE		see document		2	2_1							/files/ENCFF972YCC/, /files/ENCFF869URY/	2251912	ENCODE Processing Pipeline	1026fc03227de1002cc564ba98e2cef4		https://www.encodeproject.org/files/ENCFF616LIH/@@download/ENCFF616LIH.bed.gz				released	s3://encode-public/2020/12/10/c577c46d-4519-4f28-b84b-91f9d533d1ed/ENCFF616LIH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/c577c46d-4519-4f28-b84b-91f9d533d1ed/ENCFF616LIH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF380DLF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBV	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CEBPB-human	DNA						2012-05-14	ENCODE		see document		2	2_1							/files/ENCFF972YCC/, /files/ENCFF356LFX/, /files/ENCFF869URY/	148643	ENCODE Processing Pipeline	0c85597f862598e1bb25cc5072b3568c		https://www.encodeproject.org/files/ENCFF380DLF/@@download/ENCFF380DLF.bed.gz				released	s3://encode-public/2020/12/10/2686b7ec-e4c1-4f58-9d32-079990e65967/ENCFF380DLF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/2686b7ec-e4c1-4f58-9d32-079990e65967/ENCFF380DLF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF945BOK	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000EBV	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CEBPB-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF972YCC/, /files/ENCFF995XEA/, /files/ENCFF869URY/	3875250	ENCODE Processing Pipeline	3d715f9c65deb86d7cbe5fac90c46df8		https://www.encodeproject.org/files/ENCFF945BOK/@@download/ENCFF945BOK.bed.gz				released	s3://encode-public/2020/12/10/8d440ace-f68b-4848-aab9-5cf189c705c7/ENCFF945BOK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/8d440ace-f68b-4848-aab9-5cf189c705c7/ENCFF945BOK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF782TBX	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000EBV	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CEBPB-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF972YCC/, /files/ENCFF995XEA/, /files/ENCFF869URY/	3618857	ENCODE Processing Pipeline	815570fe7d225a7edd5d56020558d33f		https://www.encodeproject.org/files/ENCFF782TBX/@@download/ENCFF782TBX.bed.gz				released	s3://encode-public/2020/12/10/3069b034-e3db-4075-8977-f8152a288357/ENCFF782TBX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/3069b034-e3db-4075-8977-f8152a288357/ENCFF782TBX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF539NZX	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EBV	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CEBPB-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF972YCC/, /files/ENCFF356LFX/, /files/ENCFF995XEA/, /files/ENCFF869URY/	265888	ENCODE Processing Pipeline	2aab606e11b150d6f31643cdbb0861c5		https://www.encodeproject.org/files/ENCFF539NZX/@@download/ENCFF539NZX.bed.gz				released	s3://encode-public/2020/12/10/3022fad7-5a6b-4810-aa4a-20ce54b4e47c/ENCFF539NZX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/3022fad7-5a6b-4810-aa4a-20ce54b4e47c/ENCFF539NZX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
